is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	stopwords_removed_retweet_text
1	realDonaldTrump	"""@stevesipress: RT @realDonaldTrump: Entrepreneurs: Believe in yourself. If you don't, nobody else will!"	" ""@stevesipress:"	 Entrepreneurs: Believe in yourself. If you don't, nobody else will!	Entrepreneurs Believe yourself dont nobody else will
1	_Makada_	RT @_Makada_: MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??e		 MSM says Trump can't talk to the leader of Taiwan but Hillary can accept millions of dollars from countries that enslave wome??e	MSM says Trump cant Taiwan Hillary accept millions countries enslave
1	terrymendozer	RT @terrymendozer: Obama will not release info to congress on refugees deal and y'all worried about a congratulatory call from our ally Tai??e		 Obama will not release info to congress on refugees deal and y'all worried about a congratulatory call from our ally Tai??e	Obama congress refugees deal yall congratulatory call
1	American1765	RT @American1765: Trump repairs relations w/more than Taiwan. Duterte felt rapport with Trump, assures U.S.-Philippines ties intact		 Trump repairs relations w/more than Taiwan. Duterte felt rapport with Trump, assures U.S.-Philippines ties intact	Trump repairs relations Taiwan Duterte felt rapport assures ties intact
1	DanEggenWPost	RT @DanEggenWPost: Live footage from the State Department in wake of Trump Taiwan call https://t.co/DWRx8vRDoj		 Live footage from the State Department in wake of Trump Taiwan call https://t.co/DWRx8vRDoj	Live State Department Taiwan call
1	TimOBrien	RT @TimOBrien: Trump Organization has been fishing for biz deals in Taiwan but I'm sure that wasn't the reason PEOTUS called https://t.co/n??n		 Trump Organization has been fishing for biz deals in Taiwan but I'm sure that wasn't the reason PEOTUS called https://t.co/n??n	Trump Organization fishing biz deals sure PEOTUS called
1	RiskyLiberal	RT @RiskyLiberal: The scariest thing about Trump-Taiwan, Duerte, Pakistan is that there is CLEARLY NO ADULT IN THE ROOM preserving world sa??n		 The scariest thing about Trump-Taiwan, Duerte, Pakistan is that there is CLEARLY NO ADULT IN THE ROOM preserving world sa??n	scariest thing Duerte ROOM preserving world
1	bocavista2016	"RT @bocavista2016: MSM: ""@realDonaldTrump caused a diplomatic crisis w/ China over Taiwan"""		" MSM: ""@realDonaldTrump caused a diplomatic crisis w/ China over Taiwan"""	MSM realDonaldTrump caused diplomatic crisis w China
1	natureofthings7	"RT @natureofthings7: Taiwan call shows the Trump transition team is a ""Band of Bumblers""  Now they are scrambling to hide the Taiwan hotel???"		" Taiwan call shows the Trump transition team is a ""Band of Bumblers"" Now they are scrambling to hide the Taiwan hotel???"	Taiwan transition team Band Bumblers scrambling hide Taiwan hotel
1	markedly	RT @markedly: OBAMA: Please don't call Taiwan again, we have a strict policy		 OBAMA: Please don't call Taiwan again, we have a strict policy	OBAMA Please call Taiwan again strict
1	floridarocket	RT @floridarocket: Bull in a China shop: Trump risks diplomatic blowup in Asia https://t.co/20g8ephl4v		 Bull in a China shop: Trump risks diplomatic blowup in Asia https://t.co/20g8ephl4v	Bull China shop risks diplomatic Asia
1	MorningExp	RT @MorningExp: Has controversial call between President-elect Trump &amp; Taiwan's President overturned decades of diplomatic protocol? https:??i		 Has controversial call between President-elect Trump &amp; Taiwan's President overturned decades of diplomatic protocol? https:??i	Presidentelect amp President decades diplomatic
1	joshtpm	RT @joshtpm: This Taiwan/PRC phone call thing, combined with these new Trump developments in Taipei is beyond insane. This is playing with??R		 This Taiwan/PRC phone call thing, combined with these new Trump developments in Taipei is beyond insane. This is playing with??R	TaiwanPRC thing combined new developments Taipei beyond insane withR
1	SumOfChoices	RT @SumOfChoices: Obama SOLD 1.8 billion in WEAPONS to Taiwan, But Trump takes call from their President &amp; now we are at war. LOL! Libs R p??i		 Obama SOLD 1.8 billion in WEAPONS to Taiwan, But Trump takes call from their President &amp; now we are at war. LOL! Libs R p??i	Obama SOLD WEAPONS Taiwan Trump takes call President amp LOL Libs pi
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: Trump: 'Is the Boston Killer Eligible for Obama Care to Bring Him Back to Health?' http://t.co/7Z4JlS4Er5		 Trump: 'Is the Boston Killer Eligible for Obama Care to Bring Him Back to Health?' http://t.co/7Z4JlS4Er5	Trump Is Killer Eligible Obama Care Bring Back Health
1	_Makada_	RT @_Makada_: Hoaxing media says Trump isn't allowed to talk to Taiwan, but Obama can sell them $1.83 billion worth of weapons?		 Hoaxing media says Trump isn't allowed to talk to Taiwan, but Obama can sell them $1.83 billion worth of weapons?	Hoaxing Trump allowed talk Taiwan sell weapons
1	laseptiemewilay	RT @laseptiemewilay: 1-About Trump's phone call to Taiwan's. First, it's a major diplomatic incident. Second, as part of the US normalizati??e		 1-About Trump's phone call to Taiwan's. First, it's a major diplomatic incident. Second, as part of the US normalizati??e	1About Trumps phone call Taiwans major diplomatic Second US
1	Portosj81J	RT @Portosj81J: Trump cannot call the leader of Taiwan, without the liberal media casting aspersions. But, Obama can make deals with Iran a??n		 Trump cannot call the leader of Taiwan, without the liberal media casting aspersions. But, Obama can make deals with Iran a??n	Trump cannot call leader Taiwan liberal aspersions But make deals Iran an
1	realDonaldTrump	"""@vettesetter: RT @realDonaldTrump: My @USATOpinion piece: ""Trump: I don't need to be lectured"" http://t.co/ORa0H4A2xJ"""	" ""@vettesetter:"	" My @USATOpinion piece: ""Trump: I don't need to be lectured"" http://t.co/ORa0H4A2xJ"""	piece Trump need lectured
1	_Makada_	RT @_Makada_: Corrupt MSM says President-Elect Trump is not allowed to speak w/ Taiwan because Communist China says so. China does NOT tell??n		 Corrupt MSM says President-Elect Trump is not allowed to speak w/ Taiwan because Communist China says so. China does NOT tell??n	Corrupt says PresidentElect Trump allowed speak w Taiwan so China
1	dcfairbank	"RT @dcfairbank: China lodges complaint over @realDonaldTrump-Taiwan call ""Trump was 'winging it"" with Taiwan call""  https://t.co/g2antuLmQ9??n"		" China lodges complaint over @realDonaldTrump-Taiwan call ""Trump was 'winging it"" with Taiwan call"" https://t.co/g2antuLmQ9??n"	China lodges call Trump it call
1	AmyMek	RT @AmyMek: Trump speaks to Taiwan &amp; Liberals are OUTRAGED!? Obama sells Taiwan $1.83 Billion in weapon just last year &amp; no ONE said a word???		 Trump speaks to Taiwan &amp; Liberals are OUTRAGED!? Obama sells Taiwan $1.83 Billion in weapon just last year &amp; no ONE said a word???	Trump speaks amp Liberals OUTRAGED Obama Taiwan Billion last said word
1	ShubieDobee	RT @ShubieDobee: So, Trump spoke to the president of Taiwan.		 So, Trump spoke to the president of Taiwan.	So spoke president
1	PiercedSkull	"RT @PiercedSkull: ""Hi Mistah Trump? (snicker) This is president of Taiwan calling..."""		" ""Hi Mistah Trump? (snicker) This is president of Taiwan calling..."""	Hi Mistah snicker calling
1	AdamsFlaFan	RT @AdamsFlaFan: #DumbassTrump makes history with phone call to Taiwan leader https://t.co/e867iqlcCY		 #DumbassTrump makes history with phone call to Taiwan leader https://t.co/e867iqlcCY	DumbassTrump makes history phone leader
1	ali	RT @ali: Trump: Taiwan		 Trump: Taiwan	Trump Taiwan
1	mattyglesias	RT @mattyglesias: It's fascinating to me that Trump made it through a 18-month presidential campaign without once getting a serious questio??n		 It's fascinating to me that Trump made it through a 18-month presidential campaign without once getting a serious questio??n	Trump 18month getting
1	phil200269	RT @phil200269: Obama Administration Sold Weapons To Taiwan, But Trump Can't Accept A Congratulatory Phone Call From Them?		 Obama Administration Sold Weapons To Taiwan, But Trump Can't Accept A Congratulatory Phone Call From Them?	Obama Administration Taiwan
1	latinaafortrump	RT @latinaafortrump: Guys it's not a big deal, what is absolutely TYRANNICAL is the phone call Trump received from Taiwan. China isn't goin??n		 Guys it's not a big deal, what is absolutely TYRANNICAL is the phone call Trump received from Taiwan. China isn't goin??n	Guys big TYRANNICAL call received China
1	owillis	RT @owillis: obama walks into the state department after trump gets off the phone with taiwan https://t.co/JB07oskgSF		 obama walks into the state department after trump gets off the phone with taiwan https://t.co/JB07oskgSF	obama walks department gets phone taiwan
1	activist360	RT @activist360: Con-man Trump already on the verge disaster: No thought given to U.S. policy as long as he can get a hotel in Taiwan https??n		 Con-man Trump already on the verge disaster: No thought given to U.S. policy as long as he can get a hotel in Taiwan https??n	Conman already disaster thought given policy
1	NinaDontPlayMtG	RT @NinaDontPlayMtG: I have no fucking CLUE what Trump's intentions are re: Taiwan but what I do know is China doesn't run our State Depart??n		 I have no fucking CLUE what Trump's intentions are re: Taiwan but what I do know is China doesn't run our State Depart??n	CLUE Trumps intentions re Taiwan know China run State Departn
1	rebeccagberg	RT @rebeccagberg: Trump hasn't consulted State Dept prior to calls with world leaders. Probably also the case with Taiwan... https://t.co/8??n		 Trump hasn't consulted State Dept prior to calls with world leaders. Probably also the case with Taiwan... https://t.co/8??n	Trump consulted Dept prior world leaders also
1	Veracity4U	"RT @Veracity4U: Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find... https://t.co/4gfgolex7Q by #jpublik??n"		" Trump Org: ""we are not planning any expansion into Taiwan."" How abt this? Great find... https://t.co/4gfgolex7Q by #jpublik??n"	Trump Org we planning expansion Taiwan abt this Great find jpublikn
1	SkyNews	RT @SkyNews: Trump, Taiwan and China: Why one phone call matters so much https://t.co/sps19IraTz		 Trump, Taiwan and China: Why one phone call matters so much https://t.co/sps19IraTz	Trump Taiwan one phone call much
1	hectormorenco	RT @hectormorenco: Tweets like this mean Trump was serious when he said he will tough on China (China doesn't recognize Taiwan as a soverei??n		 Tweets like this mean Trump was serious when he said he will tough on China (China doesn't recognize Taiwan as a soverei??n	Tweets like mean serious said Taiwan soverein
1	terrymendozer	RT @terrymendozer: Obama will not release info to congress on refugees deal and y'all worried about a congratulatory call from our ally Tai??n		 Obama will not release info to congress on refugees deal and y'all worried about a congratulatory call from our ally Tai??n	Obama congress refugees deal yall congratulatory call
1	LuthorCEO	RT @LuthorCEO: So far Trump has destabilized India-Pakistan and China-Taiwan, and it's 49 days until his inauguration. We're all going to f??n		 So far Trump has destabilized India-Pakistan and China-Taiwan, and it's 49 days until his inauguration. We're all going to f??n	Trump IndiaPakistan ChinaTaiwan days
1	adudeinaplace2	RT @adudeinaplace2: &gt;Trump talks to Taiwan		 &gt;Trump talks to Taiwan	gtTrump talks Taiwan
1	MrDane1982	RT @MrDane1982: Russia &amp; Taiwan have a respectable relationship with trade deals. Since Trump is Putin puppet he's being used to advance th??i		 Russia &amp; Taiwan have a respectable relationship with trade deals. Since Trump is Putin puppet he's being used to advance th??i	Russia amp relationship Since Trump Putin advance thi
1	isaacstonefish	RT @isaacstonefish: Smart take on the impact of Trump's phone call with the President of Taiwan. This really matters. https://t.co/JvY5u5ui??n		 Smart take on the impact of Trump's phone call with the President of Taiwan. This really matters. https://t.co/JvY5u5ui??n	Smart call Taiwan really matters
1	SheeitDawg	"RT @SheeitDawg: Trump-Taiwan call ""breaks four decades of US policy"". Where has the last four decades gotten us, again? https://t.co/PmSuDj??n"		" Trump-Taiwan call ""breaks four decades of US policy"". Where has the last four decades gotten us, again? https://t.co/PmSuDj??n"	TrumpTaiwan call breaks decades US last four decades us again
1	SirSocks	RT @SirSocks: #Taiwan. Having smashed the crockery of political convention during the election, Trump's just broken the Ming vase of US dip??n		 #Taiwan. Having smashed the crockery of political convention during the election, Trump's just broken the Ming vase of US dip??n	Taiwan crockery political convention Trumps broken Ming
1	WarGit	RT @WarGit: I feel like maybe the Trump-Taiwan-China thing is a bi-		 I feel like maybe the Trump-Taiwan-China thing is a bi-	feel like maybe TrumpTaiwanChina thing bi
1	joshtpm	RT @joshtpm: This Taiwan/PRC phone call thing, combined with these new Trump developments in Taipei is beyond insane. This is playing with???		 This Taiwan/PRC phone call thing, combined with these new Trump developments in Taipei is beyond insane. This is playing with???	TaiwanPRC thing combined new developments Taipei beyond insane with
1	realwesmyers	RT @realwesmyers: Can you believe Donald Trump took a call from Taiwan without having them donate to his private foundation first?		 Can you believe Donald Trump took a call from Taiwan without having them donate to his private foundation first?	believe Donald call Taiwan without donate private first
